"","quote_price","number_of_days_travelled","quote_delay","extra_cancellation_amount","carer_load_ratio","log_ppp","average_ppp","human_rights_index","rule_of_law_index","water_death_rate","avg_crime_rate","num_people","solo","couple","family","group","others","platform_app","platform_qw","platform_web","discount_0%","discount_5%","discount_10%","discount_15%","discount_20%","Specified Items","Adventure Activities","Snow Sports","Extra Cancellation","Rental Vehicle Insurance Excess","Cruise Cover","Gadget Cover","Existing Medical Condition(s)","Motorcycle Cover","Asia","Europe","Oceania","Middle East","North America","Africa","South America","Central America","Caribbean","Worldwide","convert"
"7876",-0.428940845189954,-0.462008703536586,-0.634869874860445,-0.359285349317488,2.27601172991802,0.521988104438815,-0.446796869500064,0.800137616630147,0.771660630790051,-0.600276182467111,-1.94815986278704,1.96636102408372,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"1"
"7877",-0.325549814730893,-0.42152735032747,0.0170185233633163,-0.359285349317488,-0.361275372265382,-0.779165640674723,-0.495176012709553,0.746483358361843,0.920890407214387,-0.654741921222734,0.419916059635311,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"7878",-0.204661840655685,-0.25960193749101,2.76327177545491,-0.359285349317488,-0.361275372265382,-0.774223909481198,-0.495164469324267,-0.219293290467623,-0.235640360074216,-0.364257981192743,0.767878235991249,0.132825155575053,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"7880",-0.409853270335973,-0.25960193749101,0.849216478542587,-0.359285349317488,2.27601172991802,-0.996985232405018,-0.495537612752965,0.531866325288628,0.808968074896135,-0.654741921222734,0.448912907664973,0.132825155575053,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1"
"7881",-0.401900114146815,0.853635275759657,-0.759699568137336,-0.359285349317488,-0.361275372265382,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.5238876290022,0.32325989953644,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"1"
"7882",-0.290555927498596,-0.42152735032747,-0.745829602217682,-0.359285349317488,-0.361275372265382,0.374928665009284,-0.465463384143493,0.531866325288628,0.435893633835295,0.833988271430969,1.0201508138493,1.96636102408372,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"7883",2.77777173027875,6.80439419749958,-0.759699568137336,-0.359285349317488,-0.361275372265382,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.5238876290022,0.32325989953644,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"7884",-0.382812539292834,-0.42152735032747,-0.704219704458718,-0.359285349317488,-0.361275372265382,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.5238876290022,0.32325989953644,0.132825155575053,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"0"
"7886",-0.0805926041048123,0.266655654227487,-0.759699568137336,-0.359285349317488,0.957368178826317,-0.878154842388844,-0.495372119046144,0.746483358361843,0.808968074896135,-0.654741921222734,0.632559611852828,1.04959308982939,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0"
"7887",-0.263515196455457,-0.138157877863664,-0.301990692788737,0.793716198503644,-0.361275372265382,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.5238876290022,0.32325989953644,-0.783942778679283,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"7888",-0.241246359125814,-0.401286673722913,-0.579390011181827,0.793716198503644,-0.361275372265382,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.5238876290022,0.32325989953644,0.132825155575053,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"7889",-0.33191233968222,-0.279842614095567,-0.759699568137336,-0.359285349317488,-0.361275372265382,-0.761415152052392,-0.495133670976293,0.961100391435058,0.920890407214387,-0.63658667497086,0.477909755694635,0.132825155575053,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"1"
"7890",0.339334042682755,-0.381045997118355,0.225068012158134,-0.359285349317488,-0.361275372265382,-0.779165640674723,-0.495176012709553,0.746483358361843,0.920890407214387,-0.654741921222734,0.419916059635311,0.132825155575053,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"7891",-0.471887888611409,-0.522730733350258,-0.718089670378373,-0.359285349317488,-0.361275372265382,-0.828364658534997,-0.495281359740912,0.451384937886173,0.547815966153547,0.189477029489427,0.941859324169218,-0.783942778679283,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"7892",-0.427350213952122,-0.300083290700125,-0.662609806699754,-0.359285349317488,-0.361275372265382,-0.761415152052392,-0.495133670976293,0.961100391435058,0.920890407214387,-0.63658667497086,0.477909755694635,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"7895",-0.196708684466526,-0.300083290700125,-0.620999908940791,-0.359285349317488,-0.361275372265382,-0.618665448276595,-0.49468765322109,-2.31180936293147,-0.384870136498552,-0.654741921222734,-2.62475298347914,0.132825155575053,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"0"
"7896",0.148458294142952,0.0844895647864689,-0.6487398407801,1.71611743676055,0.298046403280468,0.1938555098715,-0.479007378492405,-0.326601807004231,0.398586189729211,-0.641125486533828,-1.37466664620041,2.88312895833806,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,"0"
"7897",-0.0996801789587926,-0.583452763163931,0.918566308140859,-0.359285349317488,-0.361275372265382,-0.779165640674723,-0.495176012709553,0.746483358361843,0.920890407214387,-0.654741921222734,0.419916059635311,0.132825155575053,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"7898",-0.479841044800568,-0.502490056745701,-0.759699568137336,-0.359285349317488,-0.361275372265382,-0.194901152630146,-0.49112252301235,0.85379187489845,0.883582963108303,-0.63658667497086,-0.981598261798326,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1"
"7899",-0.400309482908983,-0.482249380141143,-0.704219704458718,0.793716198503644,-0.361275372265382,1.51099243018426,0.729697893837769,0.156286517410503,-0.235640360074216,0.434572853889732,0.477909755694635,-0.783942778679283,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"0"
"7900",-0.161714797234229,-0.300083290700125,-0.551650079342518,-0.359285349317488,-0.361275372265382,-0.839098431062362,-0.495302187286091,0.639174841825236,0.846275519002219,-0.63658667497086,0.236269355447456,0.132825155575053,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0"
"7902",-0.438484632616944,-0.360805320513798,0.446987466872606,0.332515579375191,-0.361275372265382,-0.761415152052392,-0.495133670976293,0.961100391435058,0.920890407214387,-0.63658667497086,0.477909755694635,-0.783942778679283,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"7904",-0.366906226914517,-0.522730733350258,0.0447584552026253,-0.359285349317488,-0.361275372265382,-0.779165640674723,-0.495176012709553,0.746483358361843,0.920890407214387,-0.654741921222734,0.419916059635311,0.132825155575053,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"7905",-0.301690346163418,-0.583452763163931,-0.620999908940791,-0.359285349317488,-0.361275372265382,-0.779165640674723,-0.495176012709553,0.746483358361843,0.920890407214387,-0.654741921222734,0.419916059635311,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"7906",-0.385993801768498,-0.583452763163931,3.05454105976765,-0.359285349317488,-0.361275372265382,1.84142083332389,3.0949638061195,-1.98988381332165,-1.46678601557499,-0.509499951207739,-0.0536991248491591,0.132825155575053,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"7907",0.0896049383431792,-0.360805320513798,-0.607129943021136,-0.359285349317488,-0.361275372265382,-0.155618215071487,-0.490472841053563,-1.66795826371182,-1.31755623915065,0.843065894556906,-0.469320613274307,0.132825155575053,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"7908",-0.172849215899051,0.307137007436602,-0.607129943021136,-0.359285349317488,-0.361275372265382,-0.992491183769849,-0.495532448313699,0.692829100093539,0.771660630790051,-0.654741921222734,0.0274920496338927,-0.783942778679283,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"0"
"7909",0.670185340151748,1.09652339501435,1.23757552429291,0.793716198503644,-0.361275372265382,-0.779165640674723,-0.495176012709553,0.746483358361843,0.920890407214387,-0.654741921222734,0.419916059635311,0.132825155575053,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"7910",-0.33191233968222,-0.381045997118355,-0.260380795029774,-0.359285349317488,-0.361275372265382,-0.945193474306094,-0.495473259776024,-0.380256065272535,0.808968074896135,-0.654741921222734,-1.86116931869806,0.132825155575053,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"7913",-0.204661840655685,-0.17863923107278,-0.551650079342518,-0.359285349317488,-0.361275372265382,-0.16791942755769,-0.490685282448168,-0.782663002284812,-0.2729478041803,-0.282559373059308,-0.928437373743947,1.04959308982939,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"7914",0.328199624017934,-0.320323967304683,1.79237416107909,-0.359285349317488,-0.361275372265382,-0.97356283348148,-0.495509848265822,0.692829100093539,0.697045742577883,-0.654741921222734,-1.3005635901246,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"7915",-0.4814316760384,-0.583452763163931,-0.149421067672538,-0.359285349317488,-0.361275372265382,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.5238876290022,0.32325989953644,-0.783942778679283,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,"0"
"7916",-0.0344642982076931,0.347618360645717,0.322157773595715,0.793716198503644,2.27601172991802,0.0530440802824306,-0.485211336777178,0.767945061669165,0.853737007823436,-0.64384877347161,-0.449989381254533,0.132825155575053,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"0"
"7917",-0.296918452449923,-0.17863923107278,-0.745829602217682,-0.359285349317488,-0.361275372265382,1.55836094426854,0.933892943617793,-2.16873133909418,-1.77768138188211,0.0896231751041175,0.149278811358471,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"7918",-0.455981576233092,-0.42152735032747,-0.357470556467355,-0.359285349317488,-0.361275372265382,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.5238876290022,0.32325989953644,-0.783942778679283,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"7919",-0.403490745384646,-0.279842614095567,-0.731959636298027,-0.359285349317488,-0.361275372265382,-0.914077451742403,-0.49542904850553,-0.0583305156627123,0.174741525092708,1.01554073394971,1.4058088926438,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"7920",-0.366906226914517,-0.300083290700125,-0.551650079342518,-0.359285349317488,-0.361275372265382,-0.618665448276595,-0.49468765322109,-2.31180936293147,-0.384870136498552,-0.654741921222734,-2.62475298347914,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"0"
"7921",-0.285784033785101,-0.300083290700125,-0.37134052238701,-0.359285349317488,-0.361275372265382,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.5238876290022,0.32325989953644,0.132825155575053,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1"
"7922",-0.368496858152349,-0.42152735032747,-0.440690351985282,-0.359285349317488,0.298046403280468,-0.779165640674723,-0.495176012709553,0.746483358361843,0.920890407214387,-0.654741921222734,0.419916059635311,2.88312895833806,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,"0"
"7925",-0.0615050292508319,-0.300083290700125,-0.149421067672538,-0.359285349317488,-0.361275372265382,-0.761415152052392,-0.495133670976293,0.961100391435058,0.920890407214387,-0.63658667497086,0.477909755694635,0.132825155575053,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"7926",-0.0678675542021587,0.226174301018372,-0.593259977101482,-0.359285349317488,-0.361275372265382,-0.626704514635796,-0.494718646235844,-0.16563903219932,0.00685802661532953,-0.576069187525129,0.405417635620481,-0.783942778679283,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"0"
"7927",-0.273058983882447,-0.158398554468222,-0.399080454226319,-0.359285349317488,-0.361275372265382,0.521988104438815,-0.446796869500064,0.800137616630147,0.771660630790051,-0.600276182467111,-1.94815986278704,0.132825155575053,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"7928",-0.304871608639081,-0.239361260886452,-0.399080454226319,-0.359285349317488,-0.361275372265382,-0.761415152052392,-0.495133670976293,0.961100391435058,0.920890407214387,-0.63658667497086,0.477909755694635,0.132825155575053,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"7930",-0.314415396066072,-0.0369544948408765,-0.704219704458718,-0.359285349317488,-0.361275372265382,-1.02969818800555,-0.49557301426771,0.692829100093539,0.435893633835295,-0.63658667497086,0.439247291655085,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"7931",-0.311234133590408,-0.34056464390924,0.0447584552026253,-0.359285349317488,-0.361275372265382,-0.858006736391236,-0.495337153166117,0.692829100093539,0.827621796949177,-0.645664298096797,0.434414483650142,-0.783942778679283,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0"
"7932",-0.436894001379112,-0.401286673722913,-0.537780113422864,-0.359285349317488,4.91329883210141,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.5238876290022,0.32325989953644,1.04959308982939,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1"
"7933",-0.260333933979794,-0.239361260886452,-0.718089670378373,-0.359285349317488,-0.361275372265382,0.521988104438815,-0.446796869500064,0.800137616630147,0.771660630790051,-0.600276182467111,-1.94815986278704,1.04959308982939,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"7934",-0.414625164049468,-0.441768026932028,-0.412950420145973,-0.359285349317488,-0.361275372265382,-0.779165640674723,-0.495176012709553,0.746483358361843,0.920890407214387,-0.654741921222734,0.419916059635311,0.132825155575053,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"7935",-0.327140445968725,-0.401286673722913,-0.731959636298027,0.793716198503644,1.39691602919022,0.521988104438815,-0.446796869500064,0.800137616630147,0.771660630790051,-0.600276182467111,-1.94815986278704,2.88312895833806,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"7937",1.03603052485304,0.0642488881819113,1.94494378619529,0.793716198503644,2.27601172991802,-0.878154842388844,-0.495372119046144,0.746483358361843,0.808968074896135,-0.654741921222734,0.632559611852828,3.7998968925924,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0"
"7938",0.528619159984727,0.853635275759657,-0.468430283824591,-0.359285349317488,-0.361275372265382,-0.878154842388844,-0.495372119046144,0.746483358361843,0.808968074896135,-0.654741921222734,0.632559611852828,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0"
"7939",-0.393946957957656,-0.441768026932028,-0.620999908940791,-0.359285349317488,-0.361275372265382,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.5238876290022,0.32325989953644,0.132825155575053,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"7940",0.229580487272368,-0.25960193749101,-0.676479772619409,-0.359285349317488,-0.361275372265382,-0.779165640674723,-0.495176012709553,0.746483358361843,0.920890407214387,-0.654741921222734,0.419916059635311,0.132825155575053,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"7941",-0.045598716872515,0.307137007436602,-0.662609806699754,0.793716198503644,-0.361275372265382,-0.914077451742403,-0.49542904850553,-0.0583305156627123,0.174741525092708,1.01554073394971,1.4058088926438,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"7942",-0.384403170530666,-0.25960193749101,-0.121681135833229,-0.359285349317488,-0.361275372265382,1.84142083332389,3.0949638061195,-1.98988381332165,-1.46678601557499,-0.509499951207739,-0.0536991248491591,0.132825155575053,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"0"
"7943",0.158002081569942,0.0844895647864689,-0.745829602217682,-0.359285349317488,2.27601172991802,0.0838920923737721,-0.484084224009334,-0.353428936138383,0.230702691251834,0.970152618320028,-0.27117548507162,1.96636102408372,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,"0"
"7944",1.16328102387957,2.08831654863767,1.47336494492704,-0.359285349317488,-0.361275372265382,-0.878154842388844,-0.495372119046144,0.746483358361843,0.808968074896135,-0.654741921222734,0.632559611852828,0.132825155575053,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"0"
"7947",-0.432122107665617,-0.42152735032747,-0.731959636298027,-0.359285349317488,0.957368178826317,0.374928665009284,-0.465463384143493,0.531866325288628,0.435893633835295,0.833988271430969,1.0201508138493,1.04959308982939,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"7948",-0.292146558736428,-0.300083290700125,-0.0107214084759927,-0.359285349317488,3.59465528100972,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.5238876290022,0.32325989953644,2.88312895833806,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"7949",-0.0837738665804757,0.307137007436602,0.904696342221205,0.793716198503644,-0.361275372265382,-1.02969818800555,-0.49557301426771,0.692829100093539,0.435893633835295,-0.63658667497086,0.439247291655085,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"7950",-0.0106048296402177,-0.279842614095567,-0.232640863190465,0.793716198503644,-0.361275372265382,-0.839098431062362,-0.495302187286091,0.639174841825236,0.846275519002219,-0.63658667497086,0.236269355447456,0.132825155575053,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0"
"7951",-0.327140445968725,-0.381045997118355,-0.385210488306664,-0.359285349317488,-0.361275372265382,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.5238876290022,0.32325989953644,0.132825155575053,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"7953",-0.382812539292834,-0.502490056745701,-0.607129943021136,-0.359285349317488,-0.361275372265382,-0.155618215071487,-0.490472841053563,-1.66795826371182,-1.31755623915065,0.597970070156602,-0.469320613274307,0.132825155575053,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"7954",-0.419397057762963,-0.42152735032747,-0.690349738539064,0.793716198503644,-0.361275372265382,-0.490230465772066,-0.494064931392778,-3.17027749522433,-1.98909023306016,-0.63658667497086,-1.72585069455964,-0.783942778679283,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"7955",0.0864236758675158,-0.0369544948408765,-0.745829602217682,-0.359285349317488,0.957368178826317,1.51101846930928,0.729801718391854,-0.326601807004231,-0.757944577559392,0.579814823904727,0.545569067763844,3.7998968925924,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"7957",-0.0742300791534855,-0.300083290700125,0.446987466872606,0.793716198503644,-0.361275372265382,1.68260600435998,1.64607583614961,-2.41911787946807,-2.00774395511321,-0.164550272422125,0.45857852367486,0.132825155575053,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"7958",-0.379631276817171,-0.42152735032747,-0.412950420145973,0.793716198503644,-0.361275372265382,0.521988104438815,-0.446796869500064,0.800137616630147,0.771660630790051,-0.600276182467111,-1.94815986278704,-0.783942778679283,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"7959",-0.0726394479156538,1.25844880785081,-0.537780113422864,-0.359285349317488,-0.361275372265382,0.521988104438815,-0.446796869500064,0.800137616630147,0.771660630790051,-0.600276182467111,-1.94815986278704,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"7960",-0.281012140071606,-0.17863923107278,-0.731959636298027,0.793716198503644,-0.361275372265382,-0.839098431062362,-0.495302187286091,0.639174841825236,0.846275519002219,-0.63658667497086,0.236269355447456,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0"
"7961",-0.1251302787641,3.84925541323418,1.29305538797153,-0.359285349317488,-0.361275372265382,-0.490230465772066,-0.494064931392778,-3.17027749522433,-1.98909023306016,-0.63658667497086,-1.72585069455964,0.132825155575053,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"0"
"7962",0.059382944824377,-0.198879907677337,0.0863683529615888,0.793716198503644,-0.361275372265382,-0.878154842388844,-0.495372119046144,0.746483358361843,0.808968074896135,-0.654741921222734,0.632559611852828,-0.783942778679283,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0"
"7965",-0.393946957957656,-0.462008703536586,-0.745829602217682,-0.359285349317488,0.957368178826317,1.72398987888851,1.95476790672168,-0.433910323540838,-1.28024879504457,1.5238876290022,0.32325989953644,1.04959308982939,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"7966",0.0053014827380993,-0.0976765246545492,5.41243526610892,1.94671774632478,0.957368178826317,-0.839098431062362,-0.495302187286091,0.639174841825236,0.846275519002219,-0.63658667497086,0.236269355447456,1.04959308982939,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"0"
"7967",0.697226071194887,-0.0369544948408765,-0.523910147503209,-0.359285349317488,-0.361275372265382,-0.858006736391236,-0.495337153166117,0.692829100093539,0.827621796949177,-0.645664298096797,0.434414483650142,1.04959308982939,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"0"
"7970",-0.296918452449923,-0.17863923107278,0.114108284800898,-0.359285349317488,-0.361275372265382,-0.155618215071487,-0.490472841053563,-1.66795826371182,-1.31755623915065,0.597970070156602,-0.469320613274307,-0.783942778679283,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
"7971",0.186633443850913,-0.239361260886452,-0.343600590547701,0.793716198503644,-0.361275372265382,-0.989854674586062,-0.49552938317956,0.692829100093539,0.808968074896135,-0.654741921222734,1.21249657244606,-0.783942778679283,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"0"
"7972",-0.0487799793481784,-0.300083290700125,-0.718089670378373,-0.359285349317488,-0.361275372265382,-0.761415152052392,-0.495133670976293,0.961100391435058,0.920890407214387,-0.63658667497086,0.477909755694635,0.132825155575053,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0"
"7973",-0.349409283298369,-0.198879907677337,0.446987466872606,-0.359285349317488,-0.361275372265382,1.68260600435998,1.64607583614961,-2.41911787946807,-2.00774395511321,-0.164550272422125,0.45857852367486,-0.783942778679283,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"0"
